preset_name,nozzle_variant,nozzle_diameter,high_flow,indx,filament_type,filament_vendor,filament_max_volumetric_speed,temperature,first_layer_temperature,bed_temperature,first_layer_bed_temperature,chamber_temperature,chamber_minimal_temperature,extrusion_multiplier,filament_abrasive,filament_retract_length,filament_retract_speed,min_fan_speed,max_fan_speed,cooling,fan_always_on,filament_shrinkage_compensation_xy,pressure_advance_m572_s,pa_conditional,pa_note
Extrudr PLA NX1 @COREONE HF0.5,HF0.5,0.5,1,0,PLA,Extrudr,24,225,230,60,60,20,0,1,,,,85,100,1,1,,0.026,conditional,S value templated on nozzle_diameter; resolved for this variant
Extrudr PLA NX1 @COREONE HF0.6,HF0.6,0.6,1,0,PLA,Extrudr,28,225,230,60,60,20,0,1,,,,85,100,1,1,,0.022,conditional,S value templated on nozzle_diameter; resolved for this variant
Extrudr PLA NX1 @COREONE HF0.8,HF0.8,0.8,1,0,PLA,Extrudr,19,225,230,60,60,20,0,1,,,,85,100,1,1,,0.014,conditional,S value templated on nozzle_diameter; resolved for this variant
Extrudr PLA NX2 @COREONE,0.4,0.4,0,0,PLA,Extrudr,15,220,230,60,60,20,0,1,,,,25,75,1,1,,0.036,conditional,S value templated on nozzle_diameter; resolved for this variant
Extrudr PLA NX2 @COREONE 0.6,0.6,0.6,0,0,PLA,Extrudr,15.5,215,230,60,60,20,0,1,,,,25,75,1,1,,0.022,conditional,S value templated on nozzle_diameter; resolved for this variant
Extrudr PLA NX2 @COREONE 0.8,0.8,0.8,0,0,PLA,Extrudr,19,220,230,60,60,20,0,1,,,,25,75,1,1,,0.014,conditional,S value templated on nozzle_diameter; resolved for this variant
Extrudr PLA NX2 @COREONE HF0.4,HF0.4,0.4,1,0,PLA,Extrudr,21,225,230,60,60,20,0,1,,,,25,75,1,1,,0.036,conditional,S value templated on nozzle_diameter; resolved for this variant
Extrudr PLA NX2 @COREONE HF0.5,HF0.5,0.5,1,0,PLA,Extrudr,24,225,230,60,60,20,0,1,,,,25,75,1,1,,0.026,conditional,S value templated on nozzle_diameter; resolved for this variant
Extrudr PLA NX2 @COREONE HF0.6,HF0.6,0.6,1,0,PLA,Extrudr,28,225,230,60,60,20,0,1,,,,25,75,1,1,,0.022,conditional,S value templated on nozzle_diameter; resolved for this variant
Extrudr PLA NX2 @COREONE HF0.8,HF0.8,0.8,1,0,PLA,Extrudr,35,225,230,60,60,20,0,1,,,,25,75,1,1,,0.015,conditional,S value templated on nozzle_diameter; resolved for this variant
Extrudr Flex Hard @COREONE,0.4,0.4,0,0,FLEX,Extrudr,3.5,240,240,50,50,30,0,1.1,,2.5,60,40,60,0,0,,,,no M572 in start_filament_gcode
Extrudr Flex Hard @COREONE 0.6,0.6,0.6,0,0,FLEX,Extrudr,4.5,240,240,50,50,30,0,1.1,,2.5,60,40,60,0,0,,,,no M572 in start_filament_gcode
Extrudr Flex Hard @COREONE 0.8,0.8,0.8,0,0,FLEX,Extrudr,8,240,240,50,50,30,0,1.1,,2.5,60,45,60,0,0,,,,no M572 in start_filament_gcode
Extrudr Flex Medium @COREONE,0.4,0.4,0,0,FLEX,Extrudr,3.5,240,240,50,50,30,0,1.1,,2.5,60,40,60,0,0,,,,no M572 in start_filament_gcode
Extrudr Flex Medium @COREONE 0.6,0.6,0.6,0,0,FLEX,Extrudr,4.5,240,240,50,50,30,0,1.1,,2.5,60,40,60,0,0,,,,no M572 in start_filament_gcode
Extrudr Flex Medium @COREONE 0.8,0.8,0.8,0,0,FLEX,Extrudr,8,240,240,50,50,30,0,1.1,,2.5,60,45,60,0,0,,,,no M572 in start_filament_gcode
Extrudr Flex SemiSoft @COREONE,0.4,0.4,0,0,FLEX,Extrudr,3,240,240,50,50,30,0,1.1,,3,60,40,60,0,0,,,,no M572 in start_filament_gcode
Extrudr Flex SemiSoft @COREONE 0.6,0.6,0.6,0,0,FLEX,Extrudr,4.5,240,240,50,50,30,0,1.1,,3,60,40,60,0,0,,,,no M572 in start_filament_gcode
Extrudr Flex SemiSoft @COREONE 0.8,0.8,0.8,0,0,FLEX,Extrudr,8,240,240,50,50,30,0,1.1,,3,60,45,60,0,0,,,,no M572 in start_filament_gcode
addnorth Adamant S1 @COREONE,0.4,0.4,0,0,FLEX,addnorth,3,250,245,50,50,30,0,1,,1.5,60,30,50,1,1,,,,no M572 in start_filament_gcode
addnorth Adamant S1 @COREONE 0.6,0.6,0.6,0,0,FLEX,addnorth,4.5,245,245,50,50,30,0,1,,1.5,60,30,50,1,1,,,,no M572 in start_filament_gcode
addnorth Adamant S1 @COREONE 0.8,0.8,0.8,0,0,FLEX,addnorth,9,250,245,50,50,30,0,1,,1.5,60,30,50,1,1,,,,no M572 in start_filament_gcode
addnorth Adura X @COREONE,0.4,0.4,0,0,PA,addnorth,4,270,265,115,105,35,0,0.98,1,0.8,,30,60,1,0,,0.053,conditional,S value templated on nozzle_diameter; resolved for this variant
addnorth Adura X @COREONE 0.6,0.6,0.6,0,0,PA,addnorth,6,265,265,115,105,35,0,0.98,1,0.8,,30,60,1,0,,0.032,conditional,S value templated on nozzle_diameter; resolved for this variant
addnorth Adura X @COREONE 0.8,0.8,0.8,0,0,PA,addnorth,8,270,265,115,105,35,0,0.98,1,0.8,,30,65,1,0,,0.018,conditional,S value templated on nozzle_diameter; resolved for this variant
addnorth E-PLA @COREONE,0.4,0.4,0,0,PLA,addnorth,15,220,230,60,60,20,0,0.98,,,,85,100,1,1,,0.036,conditional,S value templated on nozzle_diameter; resolved for this variant
addnorth E-PLA @COREONE 0.6,0.6,0.6,0,0,PLA,addnorth,15.5,215,230,60,60,20,0,0.98,,,,85,100,1,1,,0.022,conditional,S value templated on nozzle_diameter; resolved for this variant
addnorth E-PLA @COREONE 0.8,0.8,0.8,0,0,PLA,addnorth,19,220,230,60,60,20,0,0.98,,,,85,100,1,1,,0.014,conditional,S value templated on nozzle_diameter; resolved for this variant
addnorth E-PLA @COREONE HF0.4,HF0.4,0.4,1,0,PLA,addnorth,21,225,230,60,60,20,0,0.98,,,,85,100,1,1,,0.036,conditional,S value templated on nozzle_diameter; resolved for this variant
addnorth E-PLA @COREONE HF0.5,HF0.5,0.5,1,0,PLA,addnorth,24,225,230,60,60,20,0,0.98,,,,85,100,1,1,,0.026,conditional,S value templated on nozzle_diameter; resolved for this variant
addnorth E-PLA @COREONE HF0.6,HF0.6,0.6,1,0,PLA,addnorth,28,225,230,60,60,20,0,0.98,,,,85,100,1,1,,0.022,conditional,S value templated on nozzle_diameter; resolved for this variant
addnorth E-PLA @COREONE HF0.8,HF0.8,0.8,1,0,PLA,addnorth,35,225,230,60,60,20,0,0.98,,,,85,100,1,1,,0.015,conditional,S value templated on nozzle_diameter; resolved for this variant
addnorth ESD-PETG @COREONE,0.4,0.4,0,0,PETG,addnorth,2,265,245,80,85,35,0,0.98,,0.8,,12,20,1,1,,0.053,conditional,S value templated on nozzle_diameter; resolved for this variant
addnorth ESD-PETG @COREONE 0.6,0.6,0.6,0,0,PETG,addnorth,3.5,260,245,80,85,35,0,0.98,,0.8,,12,20,1,1,,0.032,conditional,S value templated on nozzle_diameter; resolved for this variant
addnorth ESD-PETG @COREONE 0.8,0.8,0.8,0,0,PETG,addnorth,6,265,245,80,85,35,0,0.98,,0.8,,15,20,1,1,,0.018,conditional,S value templated on nozzle_diameter; resolved for this variant
addnorth ESD-PETG @COREONE HF0.4,HF0.4,0.4,1,0,PETG,addnorth,2,265,245,80,85,35,0,0.98,,0.8,,12,20,1,1,,0.047,conditional,S value templated on nozzle_diameter; resolved for this variant
addnorth ESD-PETG @COREONE HF0.5,HF0.5,0.5,1,0,PETG,addnorth,3.5,265,245,80,85,35,0,0.98,,0.8,,12,20,1,1,,0.042,conditional,S value templated on nozzle_diameter; resolved for this variant
addnorth ESD-PETG @COREONE HF0.6,HF0.6,0.6,1,0,PETG,addnorth,3.5,260,245,80,85,35,0,0.98,,0.8,,12,20,1,1,,0.033,conditional,S value templated on nozzle_diameter; resolved for this variant
addnorth ESD-PETG @COREONE HF0.8,HF0.8,0.8,1,0,PETG,addnorth,6,265,245,80,85,35,0,0.98,,0.8,,15,20,1,1,,0.021,conditional,S value templated on nozzle_diameter; resolved for this variant
addnorth OBC Polyethylene @COREONE,0.4,0.4,0,0,FLEX,addnorth,4,200,195,100,100,30,0,1,,1.5,60,20,20,1,1,,,,no M572 in start_filament_gcode
addnorth OBC Polyethylene @COREONE 0.6,0.6,0.6,0,0,FLEX,addnorth,6,200,195,100,100,30,0,1,,1.5,60,20,20,1,1,,,,no M572 in start_filament_gcode
addnorth OBC Polyethylene @COREONE 0.8,0.8,0.8,0,0,FLEX,addnorth,10,200,195,100,100,30,0,1,,1.5,60,20,20,1,1,,,,no M572 in start_filament_gcode
addnorth PETG @COREONE,0.4,0.4,0,0,PETG,addnorth,12,250,240,80,85,35,0,1,,0.8,,13,30,1,1,,0.053,conditional,S value templated on nozzle_diameter; resolved for this variant
addnorth PETG @COREONE 0.6,0.6,0.6,0,0,PETG,addnorth,17,240,240,80,85,35,0,1,,0.8,,13,30,1,1,,0.032,conditional,S value templated on nozzle_diameter; resolved for this variant
addnorth PETG @COREONE 0.8,0.8,0.8,0,0,PETG,addnorth,22,250,240,80,85,35,0,1,,0.8,,15,30,1,1,,0.018,conditional,S value templated on nozzle_diameter; resolved for this variant
addnorth PETG @COREONE HF0.4,HF0.4,0.4,1,0,PETG,addnorth,22,250,240,80,85,35,0,1,,0.8,,13,30,1,1,,0.047,conditional,S value templated on nozzle_diameter; resolved for this variant
addnorth PETG @COREONE HF0.5,HF0.5,0.5,1,0,PETG,addnorth,24,250,240,80,85,35,0,1,,0.8,,13,30,1,1,,0.042,conditional,S value templated on nozzle_diameter; resolved for this variant
addnorth PETG @COREONE HF0.6,HF0.6,0.6,1,0,PETG,addnorth,30,240,240,80,85,35,0,1,,0.8,,13,30,1,1,,0.033,conditional,S value templated on nozzle_diameter; resolved for this variant
addnorth PETG @COREONE HF0.8,HF0.8,0.8,1,0,PETG,addnorth,36,250,240,80,85,35,0,1,,0.8,,15,30,1,1,,0.021,conditional,S value templated on nozzle_diameter; resolved for this variant
addnorth Rigid X @COREONE,0.4,0.4,0,0,PETG,addnorth,5,260,250,85,90,35,0,0.98,1,0.8,,14,40,1,1,,0.053,conditional,S value templated on nozzle_diameter; resolved for this variant
addnorth Rigid X @COREONE 0.6,0.6,0.6,0,0,PETG,addnorth,7,255,250,85,90,35,0,0.98,1,0.8,,14,40,1,1,,0.032,conditional,S value templated on nozzle_diameter; resolved for this variant
addnorth Rigid X @COREONE 0.8,0.8,0.8,0,0,PETG,addnorth,10,260,250,85,90,35,0,0.98,1,0.8,,14,40,1,1,,0.018,conditional,S value templated on nozzle_diameter; resolved for this variant
addnorth Textura @COREONE,0.4,0.4,0,0,PLA,addnorth,12,220,230,65,65,20,0,0.95,,1,,15,30,1,1,,0.036,conditional,S value templated on nozzle_diameter; resolved for this variant
addnorth Textura @COREONE 0.6,0.6,0.6,0,0,PLA,addnorth,15.5,215,215,65,65,20,0,0.95,,1,,15,30,1,1,,0.022,conditional,S value templated on nozzle_diameter; resolved for this variant
addnorth Textura @COREONE 0.8,0.8,0.8,0,0,PLA,addnorth,19,220,230,65,65,20,0,0.95,,1,,15,35,1,1,,0.014,conditional,S value templated on nozzle_diameter; resolved for this variant
addnorth Textura @COREONE HF0.4,HF0.4,0.4,1,0,PLA,addnorth,21,220,230,65,65,20,0,0.95,,1,,15,30,1,1,,0.036,conditional,S value templated on nozzle_diameter; resolved for this variant
addnorth Textura @COREONE HF0.5,HF0.5,0.5,1,0,PLA,addnorth,24,220,230,65,65,20,0,0.95,,1,,15,30,1,1,,0.026,conditional,S value templated on nozzle_diameter; resolved for this variant
addnorth Textura @COREONE HF0.6,HF0.6,0.6,1,0,PLA,addnorth,28,215,215,65,65,20,0,0.95,,1,,15,30,1,1,,0.022,conditional,S value templated on nozzle_diameter; resolved for this variant
addnorth Textura @COREONE HF0.8,HF0.8,0.8,1,0,PLA,addnorth,35,220,230,65,65,20,0,0.95,,1,,15,35,1,1,,0.015,conditional,S value templated on nozzle_diameter; resolved for this variant
Filamentworld ABS @COREONE,0.4,0.4,0,0,ABS,Filamentworld,15,230,240,95,100,55,40,1,,,,15,20,1,0,0.22%,0.02,conditional,S value templated on nozzle_diameter; resolved for this variant
Filamentworld ABS @COREONE 0.6,0.6,0.6,0,0,ABS,Filamentworld,15,230,240,95,100,55,40,1,,,,15,20,1,0,0.22%,0.012,conditional,S value templated on nozzle_diameter; resolved for this variant
Filamentworld ABS @COREONE 0.8,0.8,0.8,0,0,ABS,Filamentworld,18,240,240,95,100,55,40,1,,,,15,20,1,0,0.22%,0.01,conditional,S value templated on nozzle_diameter; resolved for this variant
Filamentworld ABS @COREONE HF0.4,HF0.4,0.4,1,0,ABS,Filamentworld,25,230,240,95,100,55,40,1,,,,15,20,1,0,0.22%,0.02,conditional,S value templated on nozzle_diameter; resolved for this variant
Filamentworld ABS @COREONE HF0.5,HF0.5,0.5,1,0,ABS,Filamentworld,27,230,240,95,100,55,40,1,,,,15,20,1,0,0.22%,0.018,conditional,S value templated on nozzle_diameter; resolved for this variant
Filamentworld ABS @COREONE HF0.6,HF0.6,0.6,1,0,ABS,Filamentworld,34,230,240,95,100,55,40,1,,,,15,20,1,0,0.22%,0.015,conditional,S value templated on nozzle_diameter; resolved for this variant
Filamentworld ABS @COREONE HF0.8,HF0.8,0.8,1,0,ABS,Filamentworld,36,240,240,95,100,55,40,1,,,,15,20,1,0,0.22%,0.01,conditional,S value templated on nozzle_diameter; resolved for this variant
Filamentworld PETG @COREONE,0.4,0.4,0,0,PETG,Filamentworld,8,235,240,70,85,35,0,1,,0.8,,30,60,1,1,,0.053,conditional,S value templated on nozzle_diameter; resolved for this variant
Filamentworld PETG @COREONE 0.6,0.6,0.6,0,0,PETG,Filamentworld,17,235,240,70,85,35,0,1,,0.8,,30,60,1,1,,0.032,conditional,S value templated on nozzle_diameter; resolved for this variant
Filamentworld PETG @COREONE 0.8,0.8,0.8,0,0,PETG,Filamentworld,22,245,240,70,85,35,0,1,,0.8,,30,65,1,1,,0.018,conditional,S value templated on nozzle_diameter; resolved for this variant
Filamentworld PETG @COREONE HF0.4,HF0.4,0.4,1,0,PETG,Filamentworld,8,235,240,70,85,35,0,1,,0.8,,30,60,1,1,,0.047,conditional,S value templated on nozzle_diameter; resolved for this variant
Filamentworld PETG @COREONE HF0.5,HF0.5,0.5,1,0,PETG,Filamentworld,24,235,240,70,85,35,0,1,,0.8,,30,60,1,1,,0.042,conditional,S value templated on nozzle_diameter; resolved for this variant
Filamentworld PETG @COREONE HF0.6,HF0.6,0.6,1,0,PETG,Filamentworld,30,235,240,70,85,35,0,1,,0.8,,30,60,1,1,,0.033,conditional,S value templated on nozzle_diameter; resolved for this variant
Filamentworld PETG @COREONE HF0.8,HF0.8,0.8,1,0,PETG,Filamentworld,36,245,240,70,85,35,0,1,,0.8,,30,65,1,1,,0.021,conditional,S value templated on nozzle_diameter; resolved for this variant
Filamentworld PLA @COREONE,0.4,0.4,0,0,PLA,Filamentworld,12,210,230,55,60,20,0,1,,,,85,100,1,1,,0.036,conditional,S value templated on nozzle_diameter; resolved for this variant
Filamentworld PLA @COREONE 0.6,0.6,0.6,0,0,PLA,Filamentworld,15.5,210,230,55,60,20,0,1,,,,85,100,1,1,,0.022,conditional,S value templated on nozzle_diameter; resolved for this variant
Filamentworld PLA @COREONE 0.8,0.8,0.8,0,0,PLA,Filamentworld,19,220,230,55,60,20,0,1,,,,85,100,1,1,,0.014,conditional,S value templated on nozzle_diameter; resolved for this variant
Filamentworld PLA @COREONE HF0.4,HF0.4,0.4,1,0,PLA,Filamentworld,21,210,230,55,60,20,0,1,,,,85,100,1,1,,0.036,conditional,S value templated on nozzle_diameter; resolved for this variant
Filamentworld PLA @COREONE HF0.5,HF0.5,0.5,1,0,PLA,Filamentworld,24,210,230,55,60,20,0,1,,,,85,100,1,1,,0.026,conditional,S value templated on nozzle_diameter; resolved for this variant
Filamentworld PLA @COREONE HF0.6,HF0.6,0.6,1,0,PLA,Filamentworld,28,210,230,55,60,20,0,1,,,,85,100,1,1,,0.022,conditional,S value templated on nozzle_diameter; resolved for this variant
Filamentworld PLA @COREONE HF0.8,HF0.8,0.8,1,0,PLA,Filamentworld,35,220,230,55,60,20,0,1,,,,85,100,1,1,,0.015,conditional,S value templated on nozzle_diameter; resolved for this variant
Filament PM PETG @COREONE,0.4,0.4,0,0,PETG,Filament PM,12,255,255,85,85,35,0,1,,0.8,,30,60,1,1,,0.053,conditional,S value templated on nozzle_diameter; resolved for this variant
Filament PM PETG @COREONE 0.6,0.6,0.6,0,0,PETG,Filament PM,17,255,255,85,85,35,0,1,,0.8,,30,60,1,1,,0.032,conditional,S value templated on nozzle_diameter; resolved for this variant
Filament PM PETG @COREONE 0.8,0.8,0.8,0,0,PETG,Filament PM,22,255,255,85,85,35,0,1,,0.8,,30,65,1,1,,0.018,conditional,S value templated on nozzle_diameter; resolved for this variant
Filament PM PETG @COREONE HF0.4,HF0.4,0.4,1,0,PETG,Filament PM,22,255,255,85,85,35,0,1,,0.8,,30,60,1,1,,0.047,conditional,S value templated on nozzle_diameter; resolved for this variant
Filament PM PETG @COREONE HF0.5,HF0.5,0.5,1,0,PETG,Filament PM,24,255,255,85,85,35,0,1,,0.8,,30,60,1,1,,0.042,conditional,S value templated on nozzle_diameter; resolved for this variant
Filament PM PETG @COREONE HF0.6,HF0.6,0.6,1,0,PETG,Filament PM,30,255,255,85,85,35,0,1,,0.8,,30,60,1,1,,0.033,conditional,S value templated on nozzle_diameter; resolved for this variant
Filament PM PETG @COREONE HF0.8,HF0.8,0.8,1,0,PETG,Filament PM,36,255,255,85,85,35,0,1,,0.8,,30,65,1,1,,0.021,conditional,S value templated on nozzle_diameter; resolved for this variant
Generic PLA @COREONE,0.4,0.4,0,0,PLA,Generic,15,220,230,60,60,20,0,1,,,,85,100,1,1,,0.03,conditional,S value templated on nozzle_diameter; resolved for this variant
Generic PLA @COREONE 0.6,0.6,0.6,0,0,PLA,Generic,15,220,230,60,60,20,0,1,,,,85,100,1,1,,0.019,conditional,S value templated on nozzle_diameter; resolved for this variant
Generic PLA @COREONE 0.8,0.8,0.8,0,0,PLA,Generic,19,225,230,60,60,20,0,1,,,,85,100,1,1,,0.013,conditional,S value templated on nozzle_diameter; resolved for this variant
Generic PLA @COREONE HF0.4,HF0.4,0.4,1,0,PLA,Generic,21,225,230,60,60,20,0,1,,,,85,100,1,1,,0.03,conditional,S value templated on nozzle_diameter; resolved for this variant
Generic PLA @COREONE HF0.5,HF0.5,0.5,1,0,PLA,Generic,24,225,230,60,60,20,0,1,,,,85,100,1,1,,0.022,conditional,S value templated on nozzle_diameter; resolved for this variant
Generic PLA @COREONE HF0.6,HF0.6,0.6,1,0,PLA,Generic,28,225,230,60,60,20,0,1,,,,85,100,1,1,,0.019,conditional,S value templated on nozzle_diameter; resolved for this variant
Generic PLA @COREONE HF0.8,HF0.8,0.8,1,0,PLA,Generic,35,225,230,60,60,20,0,1,,,,85,100,1,1,,0.013,conditional,S value templated on nozzle_diameter; resolved for this variant
Generic PLA @COREONEINDX HF0.4,INDX HF0.4,0.4,1,1,PLA,Generic,17,215,220,60,60,20,0,1,,,,100,100,1,1,,0.03,,
Generic PLA Silk @COREONE,0.4,0.4,0,0,PLA,Generic,7,225,230,60,60,20,0,1,,,,85,100,1,1,,0.03,conditional,S value templated on nozzle_diameter; resolved for this variant
Generic PLA Silk @COREONE 0.6,0.6,0.6,0,0,PLA,Generic,9,215,230,60,60,20,0,1,,,,85,100,1,1,,0.018,conditional,S value templated on nozzle_diameter; resolved for this variant
Generic PLA Silk @COREONE 0.8,0.8,0.8,0,0,PLA,Generic,12,225,230,60,60,20,0,1,,,,85,100,1,1,,0.012,conditional,S value templated on nozzle_diameter; resolved for this variant
Generic PLA Silk @COREONEINDX HF0.4,INDX HF0.4,0.4,1,1,PLA,Generic,12.5,215,220,60,60,20,0,1,,0.8,,100,100,1,1,,0.03,,
3D-Fuel Standard PLA+ @COREONE,0.4,0.4,0,0,PLA,3D-Fuel,10,220,230,60,60,20,0,1,,,,85,100,1,1,,0.036,conditional,S value templated on nozzle_diameter; resolved for this variant
3D-Fuel Standard PLA+ @COREONE 0.6,0.6,0.6,0,0,PLA,3D-Fuel,13,220,230,60,60,20,0,1,,,,85,100,1,1,,0.022,conditional,S value templated on nozzle_diameter; resolved for this variant
3D-Fuel Standard PLA+ @COREONE 0.8,0.8,0.8,0,0,PLA,3D-Fuel,17,220,230,60,60,20,0,1,,,,85,100,1,1,,0.014,conditional,S value templated on nozzle_diameter; resolved for this variant
3D-Fuel Standard PLA+ @COREONE HF0.4,HF0.4,0.4,1,0,PLA,3D-Fuel,16,220,230,60,60,20,0,1,,,,85,100,1,1,,0.036,conditional,S value templated on nozzle_diameter; resolved for this variant
3D-Fuel Standard PLA+ @COREONE HF0.5,HF0.5,0.5,1,0,PLA,3D-Fuel,16,220,230,60,60,20,0,1,,,,85,100,1,1,,0.026,conditional,S value templated on nozzle_diameter; resolved for this variant
3D-Fuel Standard PLA+ @COREONE HF0.6,HF0.6,0.6,1,0,PLA,3D-Fuel,23,220,230,60,60,20,0,1,,,,85,100,1,1,,0.022,conditional,S value templated on nozzle_diameter; resolved for this variant
3D-Fuel Standard PLA+ @COREONE HF0.8,HF0.8,0.8,1,0,PLA,3D-Fuel,27,220,230,60,60,20,0,1,,,,85,100,1,1,,0.015,conditional,S value templated on nozzle_diameter; resolved for this variant
3D-Fuel Tough PLA+ @COREONE,0.4,0.4,0,0,PLA,3D-Fuel,10,230,230,60,60,20,0,1,,,,70,100,1,1,,0.036,conditional,S value templated on nozzle_diameter; resolved for this variant
3D-Fuel Tough PLA+ @COREONE 0.6,0.6,0.6,0,0,PLA,3D-Fuel,15.5,230,230,60,60,20,0,1,,,,70,100,1,1,,0.022,conditional,S value templated on nozzle_diameter; resolved for this variant
3D-Fuel Tough PLA+ @COREONE 0.8,0.8,0.8,0,0,PLA,3D-Fuel,19,230,230,60,60,20,0,1,,,,70,100,1,1,,0.014,conditional,S value templated on nozzle_diameter; resolved for this variant
3D-Fuel Tough PLA+ @COREONE HF0.4,HF0.4,0.4,1,0,PLA,3D-Fuel,22,230,230,60,60,20,0,1,,,,70,100,1,1,,0.036,conditional,S value templated on nozzle_diameter; resolved for this variant
3D-Fuel Tough PLA+ @COREONE HF0.5,HF0.5,0.5,1,0,PLA,3D-Fuel,22,230,230,60,60,20,0,1,,,,70,100,1,1,,0.026,conditional,S value templated on nozzle_diameter; resolved for this variant
3D-Fuel Tough PLA+ @COREONE HF0.6,HF0.6,0.6,1,0,PLA,3D-Fuel,25,230,230,60,60,20,0,1,,,,70,100,1,1,,0.022,conditional,S value templated on nozzle_diameter; resolved for this variant
3D-Fuel Tough PLA+ @COREONE HF0.8,HF0.8,0.8,1,0,PLA,3D-Fuel,30,230,230,60,60,20,0,1,,,,70,100,1,1,,0.015,conditional,S value templated on nozzle_diameter; resolved for this variant
3D-Fuel Pro PETG @COREONE,0.4,0.4,0,0,PETG,3D-Fuel,12,255,255,85,85,40,0,1,,0.8,,30,60,1,1,,0.055,conditional,S value templated on nozzle_diameter; resolved for this variant
3D-Fuel Pro PETG @COREONE 0.6,0.6,0.6,0,0,PETG,3D-Fuel,17,255,255,85,85,40,0,1,,0.8,,30,60,1,1,,0.033,conditional,S value templated on nozzle_diameter; resolved for this variant
3D-Fuel Pro PETG @COREONE 0.8,0.8,0.8,0,0,PETG,3D-Fuel,22,255,255,85,85,40,0,1,,0.8,,30,65,1,1,,0.021,conditional,S value templated on nozzle_diameter; resolved for this variant
3D-Fuel Pro PETG @COREONE HF0.4,HF0.4,0.4,1,0,PETG,3D-Fuel,14,255,255,85,85,40,0,1,,0.8,,30,60,1,1,,0.055,conditional,S value templated on nozzle_diameter; resolved for this variant
3D-Fuel Pro PETG @COREONE HF0.5,HF0.5,0.5,1,0,PETG,3D-Fuel,14,255,255,85,85,40,0,1,,0.8,,30,60,1,1,,0.042,conditional,S value templated on nozzle_diameter; resolved for this variant
3D-Fuel Pro PETG @COREONE HF0.6,HF0.6,0.6,1,0,PETG,3D-Fuel,20,255,255,85,85,40,0,1,,0.8,,30,60,1,1,,0.033,conditional,S value templated on nozzle_diameter; resolved for this variant
3D-Fuel Pro PETG @COREONE HF0.8,HF0.8,0.8,1,0,PETG,3D-Fuel,24,255,255,85,85,40,0,1,,0.8,,30,65,1,1,,0.021,conditional,S value templated on nozzle_diameter; resolved for this variant
3D-Fuel Pro PCTG @COREONE,0.4,0.4,0,0,PCTG,3D-Fuel,10,260,260,80,80,40,0,1,,0.8,,10,40,1,1,,0.053,conditional,S value templated on nozzle_diameter; resolved for this variant
3D-Fuel Pro PCTG @COREONE 0.6,0.6,0.6,0,0,PCTG,3D-Fuel,14,260,260,80,80,40,0,1,,0.8,,10,40,1,1,,0.032,conditional,S value templated on nozzle_diameter; resolved for this variant
3D-Fuel Pro PCTG @COREONE 0.8,0.8,0.8,0,0,PCTG,3D-Fuel,18,260,260,80,80,40,0,1,,0.8,,10,40,1,1,,0.018,conditional,S value templated on nozzle_diameter; resolved for this variant
3D-Fuel Pro PCTG @COREONE HF0.4,HF0.4,0.4,1,0,PCTG,3D-Fuel,14,260,260,80,80,40,0,1,,0.8,,10,40,1,1,,0.047,conditional,S value templated on nozzle_diameter; resolved for this variant
3D-Fuel Pro PCTG @COREONE HF0.5,HF0.5,0.5,1,0,PCTG,3D-Fuel,14,260,260,80,80,40,0,1,,0.8,,10,40,1,1,,0.042,conditional,S value templated on nozzle_diameter; resolved for this variant
3D-Fuel Pro PCTG @COREONE HF0.6,HF0.6,0.6,1,0,PCTG,3D-Fuel,18,260,260,80,80,40,0,1,,0.8,,10,40,1,1,,0.033,conditional,S value templated on nozzle_diameter; resolved for this variant
3D-Fuel Pro PCTG @COREONE HF0.8,HF0.8,0.8,1,0,PCTG,3D-Fuel,22,260,260,80,80,40,0,1,,0.8,,10,40,1,1,,0.021,conditional,S value templated on nozzle_diameter; resolved for this variant
3D-Fuel Pro PCTG Matte Black @COREONE,0.4,0.4,0,0,PCTG,3D-Fuel,10,260,260,80,80,40,0,1,1,0.8,,10,40,1,1,,0.053,conditional,S value templated on nozzle_diameter; resolved for this variant
3D-Fuel Pro PCTG Matte Black @COREONE 0.6,0.6,0.6,0,0,PCTG,3D-Fuel,14,260,260,80,80,40,0,1,1,0.8,,10,40,1,1,,0.032,conditional,S value templated on nozzle_diameter; resolved for this variant
3D-Fuel Pro PCTG Matte Black @COREONE 0.8,0.8,0.8,0,0,PCTG,3D-Fuel,18,260,260,80,80,40,0,1,1,0.8,,10,40,1,1,,0.018,conditional,S value templated on nozzle_diameter; resolved for this variant
3D-Fuel Pro PCTG Matte Black @COREONE HF0.4,HF0.4,0.4,1,0,PCTG,3D-Fuel,14,260,260,80,80,40,0,1,1,0.8,,10,40,1,1,,0.047,conditional,S value templated on nozzle_diameter; resolved for this variant
3D-Fuel Pro PCTG Matte Black @COREONE HF0.5,HF0.5,0.5,1,0,PCTG,3D-Fuel,14,260,260,80,80,40,0,1,1,0.8,,10,40,1,1,,0.042,conditional,S value templated on nozzle_diameter; resolved for this variant
3D-Fuel Pro PCTG Matte Black @COREONE HF0.6,HF0.6,0.6,1,0,PCTG,3D-Fuel,18,260,260,80,80,40,0,1,1,0.8,,10,40,1,1,,0.033,conditional,S value templated on nozzle_diameter; resolved for this variant
